title,description,points,price
Schloss Johannisberger 2013 Silberlack Trocken GG Riesling (Rheingau),A wisp of smoke lends a sultry tone to fresh pear in ...,91,$75
Dominio Dostares 2010 Cumal Prieto Picudo (Vino de la Tierra de Castilla y León),"This is an elevated Prieto Picudo showing aromas of leather, exotic spice ...",89,$44
Tommasone 2007 Pithecusa White (Ischia),Here's a neutral-smelling blend of Fiano and Biancolella with subtle mineral shadings ...,86,$24
Pietro Beconcini 2014 Maurleo Red (Toscana),"Made with 50% Sangiovese and 50% Malvasia Nera, this offers aromas suggesting ...",88,$18
Rotta NV Black Monukka (California),"A superrich, fantastically sweet wine. It''s clean and crisp with acidity, and ...",92,$25
Johanneshof Reinisch 2013 Gumpoldskirchner Tradition White (Thermenregion),"Earthy notes of wild mushrooms, soy sauce and citrus peel make for ...",87,$20
Masia Puigmoltó 2011 Emendis Trio Varietal Macabeo-Chardonnay-Muscat White (Penedès),"Aromatically, this blend of Macabeo, Muscat and Chardonnay gets off to a ...",84,$17
Domaine Rotier 2012 Les Gravels Red (Gaillac),This blend of local Duras and Braucol with the more Mediterranean Syrah ...,89,$19
Melrose 2010 Baco Noir (Umpqua Valley),"Aromatic and drinking at its peak, this remains fresh, tart and tangy, ...",88,$18
Frédéric Lornet 2006 Vin de Paille White (Côtes du Jura),"Structured and ripe, this wine achieves balance between sweetness and fruit. It ...",87,$56
Bulgariana 2012 White (Thracian Valley),"This white blend is composed of 60% Chardonnay, 20% Sauvignon Blanc, 10% ...",87,$11
Stephane Tissot 2011 Singulier Trousseau (Arbois),Very jammy aromas lead to strawberry flavors. The other side of this ...,87,$33
Plumia 2012 Red (Vi de la Terra Mallorca),"Earthy aromas of light herbs, tobacco and cherry announce a round, jammy ...",92,$24
Oremus 2006 Aszú 5 Puttonyos  (Tokaji),"This Tokaji has heady aromas of gardenia, white flowers, freesia, honey and ...",92,$70
Agricola Castellana 2011 Inspiración Pampano White (Rueda),This blend of Verdejo and Viura deals floral aromas along with hints ...,86,$11
Hosmer 2015 Pinot Noir (Cayuga Lake),A crush of raspberry and maraschino-cherry perfume persists throughout this pristine pretty ...,90,$25
Bourgeois Family 2009 Elicio Merlot-Grenache (Vin de Pays de la Méditerranée),"It''s an unusual blend, but it works, creating a round, supple wine ...",89,$10
Mont Marçal 2009 Rosado Brut Sparkling (Cava),"This gets going with clean, light cherry and berry aromas that bring ...",89,$18
Red C 2014 Red (Sonoma County),"This blend of Syrah, Malbec, Grenache and Merlot seems intended for contemplative ...",87,$44
Silvan Ridge 2015 Pinot Gris (Willamette Valley),"Young, tight and crisply defined, this offers peach skin, jicama and cucumber ...",87,$16
Fattoria Alois 2007 Settimo Red (Campania),Drying aromas of crushed stone and licorice open the nose of this ...,89,
Russiz Superiore 2012 Horus White (Venezia Giulia),"A blend of 90% Picolit, 5% Sauvignon and 5% Friulano, this opens ...",90,$44
Uvaggio 2015 Vitigno Oscuro Charbono (El Dorado),"With its laser focus on black fruit flavors, this firmly structured wine ...",90,$24
Locati Cellars 2009 Innovation Red (Columbia Valley (WA)),"Innovation is a blend of 50% Sangiovese, and one-quarter each Barbera and ...",85,$20
Leonard Kreusch 2012 Dornfelder (Rheinhessen),"Ruddy, ripe flavors of black cherry and blueberry preserves permeate through this ...",84,$12
Coeur de Terre 2014 Rustique Rosé (Willamette Valley),This unusual rosé is half Syrah and half Pinot Noir. Sometimes the ...,84,$21
Weisinger 2012 Claret (Rogue Valley),"This Bordeaux-style blend includes 44% Merlot, 32% Cabernet Franc and 24% Malbec. ...",84,$28
Ess & See 2015 Mataro (McLaren Vale),"Sourced from a single vineyard in the Blewitt Springs subregion, this is ...",90,$28
Trerè 2015 Arlùs Albana (Romagna),Floral aromas of acacia and Spanish broom mingle with yellow stone fruit ...,89,$15
Coste Ghirlanda 2013 Jardinu Zibibbo (Terre Siciliane),"Made with native grape Zibibbo, this offers aromas and flavors of rose ...",89,$60
Gini 2011 Col Foscarin  (Recioto di Soave Classico),"Made with dried Garganega grapes, this opens with heady aromas of passion ...",92,$36
Pillitteri 2013 Red Leaf Vidal (Niagara-On-The-Lake),"Lush and lovely, this sweet treat is an outstanding example of the ...",92,$31
Thörle 2016 Trocken Weissburgunder (Rheinhessen),"Weissburgunder, or Pinot Blanc, can be a rather subdued grape. But it''s ...",92,$22
Prada A Tope 2015 Palacio de Canedo Godello (Bierzo),Dusty apple aromas show a good level of pop and freshness. This ...,88,$13
Baglio del Cristo di Campobello 2015 Grillo (Terre Siciliane),"A blend of equal parts Grillo, Chardonnay, Inzolia and Catarratto, this has ...",87,
Baglio di Pianetto 2015 Ficiligno White (Sicilia),"A blend of 70% Inzolia and 30% Viognier, this bright wine offers ...",87,
Cantine Europa 2015 Eughenes Grillo-Zibibbo White (Terre Siciliane),This blend of native grapes boasts an aromatic nose of fragrant white ...,87,
Sella & Mosca 2010 Terre Rare Riserva  (Carignano del Sulcis),"This elegantly structured wine opens with aromas of black plum, mocha, Mediterranean ...",92,$15
Pala 2013 Riserva  (Cannonau di Sardegna),"Structured but sleek, this has aromas of ripe blackberry, raspberry and ground ...",92,$27
Adega Mayor 2011 Pai Chão Red (Alentejano),"This is a rich, full-bodied and finely structured wine. Named after the ...",92,$50
Capichera 2010 Mantènghja Red (Isola dei Nuraghi),"Aromas of forest floor, espresso, toast, blackberry and dried Mediterranean herb lead ...",92,$113
La Cappuccina 2008 Villa Buri Brut Millesimato Garganega (Veneto),This is a very unusual Italian sparkler made from the Garganega grape ...,87,$28
Manuel Olivier 2010  Bourgogne Aligoté,Manuel Olivier has an obvious interest in this lesser-known white grape. And ...,87,$15
Nino Negri 2011 Ca' Brione  (Valtellina),"This blend of Sauvignon, Chardonnay, Incrocio Manzoni and Chiavennasca (another name for ...",87,$35
Clarksburg Wine Company 2011 Chenin Blanc-Viognier (Clarksburg),"Fragrant and floral, this mix of 85% Chenin Blanc and 15% Viognier ...",87,$16
Elvio Cogno 2011 Anas-Cëtta Nascetta (Langhe),Nascetta is the Italian white wine of the moment and it makes ...,87,$33
Castell 2015 Schloss Castell Trocken Silvaner (Franken),Earthy touches of honeycomb and crushed stone lend minerality to this invigorating ...,91,$21
Mesa 2009 Malombra Red (Isola dei Nuraghi),Fine craftsmanship is evident in this Sardinian blend of Carignano and Syrah. ...,91,$65
Royal Tokaji 2011  Tokaji,"This wine is straw in color, with delightful notes of lemon curds ...",92,$16
Can Blau 2006 Mas de Can Blau Red (Montsant),"Very big, modern, sweet and oaky. And that doesn''t mean it''s bad, ...",88,$45
Herdade do Esporão 2005 Aragonês (Alentejano),"A rich, smooth wine, classic Tempranillo, with the additional warmth of the ...",88,$19
Kracher 2010 Zwischen den Seen Nummer 10 Trockenbeerenauslese Scheurebe (Burgenland),Kracher's sweet Scheurebe is consistently a remarkable wine. It's gorgeously opulent and ...,97,$125
Torbreck 2007 RunRig Shiraz-Viognier (Barossa Valley),"Winemaker Dave Powell is no longer with Torbreck, but the 2007 RunRig ...",96,$225
Jada Vineyard & Winery 2014 Hell's Kitchen Red (Paso Robles Willow Creek District),"Fresh-pressed blackberry and strawberry meld into vanilla, milk chocolate, minty herb and ...",93,$55
Cliff Creek 2015 Red Red Wine Red (Southern Oregon),"Made by consulting winemaker Herb Quady, this yummy blend of Syrah, Tempranillo ...",90,$16
Big Table Farm 2015 Wirtz Vineyard Edelzwicker (Willamette Valley),"Edelzwicker is an Alsatian term meaning noble blend, and is applied to ...",90,$28
Vinum Cellars 2015 White Elephant White (California),A touch of buttered popcorn is in the aroma. Rich toasty flavors ...,90,$19
AuburnJames 2012 Diablo Rosso Red (Livermore Valley),"Full-bodied, tannic and imposing, this densely packed wine has ripe and bright ...",90,$42
Balduzzi 2013 B Estate Bottled Cabernet Sauvignon-Carmenère (Maule Valley),"Charred, smoky aromas are crisp and toasty. A muscled palate is tightly ...",90,$36
Quinta da Calçada 2015 Portal da Calçada Rosé (Vinho Verde),"This is a sweet, confected wine. It has sugary red fruits and ...",81,$13
Boutari 2011 Agiorgitiko (Nemea),"Cigarbox, mint, balsamic and leather lead this traditionally minded Agiorgitiko from Boutari. ...",85,$17
Corvo 2013 Bianco White (Terre Siciliane),"Made from a blend of native grapes Insolia and Grecanico, this is ...",85,$12
Herdade do Esporão 2015 T Trincadeira (Alentejo),"A ripe wine, full of red berry fruits contrasted with soft tannins. ...",87,$14
Domaine Rotier 2015 Les Gravels Rosé (Gaillac),This is an attractive blend of Braucol and Syrah which gives a ...,87,$16
Planeta 2007 La Segreta White (Sicilia),"La Segreta (an easy Grecanico-based wine with some Chardonnay, Viognier and Fiano) ...",87,$16
Librandi 2009 Le Passule Mantonico (Val di Neto),"Made with dried Mantonico grapes, this opens with aromas of orange zest ...",89,$30
Santa Alicia 2013 Anke Red (Maipo Valley),"Crisp plum and berry aromas are solid and clean. This feels tight, ...",89,$18
Villa Sandi 2006 Avìtus Incrocio Manzoni 6.0.13 Manzoni (Marca Trevigiana),Here's a Manzoni (a cross between Riesling and Pinot Bianco) with a ...,88,$37
Aranleón 2014 Blés Crianza Organic Wine Red (Valencia),"Floral soupy plum aromas come with notes of road tar, violet, lavender ...",88,$19
Artisan Wines DI Franz Scheider 2016 pure Welschriesling (Burgenland),Primary green and yellow pear notes play on the nose of this ...,88,$15
Château Bellevue la Forêt 2012 Red (Fronton),There is an interesting mix of grapes here —with Cabernet Sauvignon with ...,88,$12
Roblar 2013 Sangre de Dioses Red (Santa Ynez Valley),"Red currant, black cherries and a touch of dried oregano show on ...",88,$55
Gere Attila 2003 Prestige Kékfrankos (Villány),"The black pepper and anise qualities lead the way, offering a combination ...",83,$28
Korta Katarina 2006 Reuben's Private Reserve Plavac Mali (Peljesac),"A kaleidescope of scents and flavors, Korta Katarina''s premiere bottling is a ...",91,$57
Mediterra 2011 Agiorgitiko (Peloponnese),"Fresh cherry and spice aromas start this cheerful Agiorgitko. Easy red fruit, ...",86,$15
Alma Negra 2007 Bonarda (Mendoza),"Like a good Bonarda should be, this is sweet, lush, dense and ...",89,$22
Domaine des Terrisses 2014 Grande Tradition Red (Gaillac),"This intensely fresh red wine is a blend of Duras, Braucol and ...",91,$15
Undurraga 2011 T.H. Terroir Hunter Rarities Garnacha-Cariñena-Monastrell Red (Cauquenes Valley),"Fresh, almost minerally berry aromas avoid any sense of weight, oak or ...",91,$35
Robert Mondavi 2013 Fumé Blanc (Oakville),"Salted caramel, brine, herb and lemongrass combine for a complexity of flavors ...",91,$40
Luccarelli 2011 Ampelo Verdeca (Puglia),"Informal and light, this fresh wine made from the Verdeca grape opens ...",85,$15
Terraprima 2011 Massís del Garraf White (Penedès),"Flowery and easygoing on the bouquet, this is taught, lemony and wiry ...",85,$16
Domaine du Tariquet 2015 Classic White (Côtes de Gascogne),"Produced at the largest family-owned vineyard in France, this is a simple, ...",85,$12
Producteurs Plaimont 2015 Colombelle L'Original White (Côtes de Gascogne),A classic blend for Gascony of Colombard and Ugni Blanc produces a ...,85,$15
Messias 2013 Messias Selection Red (Bairrada),"Layers of spice and wood dominate what is a young, fruity wine. ...",85,$8
Genoa 2013 Springline Super Tuscan-style White (Columbia Valley (WA)),"This blend of 50% Viognier, 19% Chardonnay, 19% Sauvignon Blanc and 12% ...",87,$19
Uvaggio 2013 dolce Moscato (Lodi),"Made from Moscato Giallo grapes harvested late though still at low Brix, ...",90,$14
Gunter Triebaumer 2016 Furmint (Burgenland),"This wine''s nose barely hints at ripe apple and white pepper, but ...",90,$15
Hunky Dory 2016 Tangle Estate Grown Organic Pinot Gris-Gewurztraminer-Riesling White (Marlborough),"This medium-bodied, succulent wine blends three varieties into a complex and harmonious ...",90,$16
Artisan Wines DI Franz Scheider 2015 Pure St. Laurent (Burgenland),This wine hits the nose with red cherry vibrancy. That almost dramatic ...,90,$15
Graf von Schönborn 2013 Alte Reben Dry Silvaner (Franken),Whiffs of smoked cashew lend a savory tone to this spry yet ...,91,$26
Wagner-Stempel 2014 Gutswein Trocken Weissburgunder (Rheinhessen),"Blossomy fresh with a bounty of crisp white peach and apricot flavor, ...",91,$22
Occhipinti 2015 SP 68 Red (Terre Siciliane),"A blend of 70% Frappato and 30% Nero d''Avola, this boasts enticing ...",91,$30
Millbrook 2015 Proprietor's Special Reserve Tocai Friulano (Hudson River Region),"Boisterously fruity and aromatic, this full-bodied white offers a bounty of luscious ...",90,$20
Vignobles Brumont 2011 Segondine Haut Lieu Tannat-Cabernet Franc (Madiran),"From a selected parcel of vines at Brumont''s Château Montus, this wine ...",90,$42
Anthony Road 2006 Cabernet Franc-Lemberger Red (Finger Lakes),"This blend of Cabernet Franc and the light, fruit and acidic Austrian ...",84,$18
Chaddsford 2007 Rosé Chambourcin (Pennsylvania),"A subtle nose of strawberry and honey, followed by elegant but cheerful ...",84,$15
Bodega Norton 2010 Reserva Malbec (Mendoza),"Opaque purple and thick in the glass, this wine has inky, supercharged ...",92,$18
Fabbioli Cellars 2012 Cabernet Franc (Virginia),"Notes of potpourri, pepper, dark cherry and raspberry are well established and ...",87,$22
Domaine Costa Lazaridi 2014 Château Julia Assyrtico (Drama),Brisk and bright aromas of grapefruit and lemon start this assertive and ...,90,$18
Joyce 2015 Rosé (Monterey),An ambitious and successful rosé made from 50% Gamay Noir and 50% ...,90,$22
ONX 2011 Praetorian Red (Paso Robles),"This blend of Tempranillo, Malbec, Grenache and Mourvèdre offers such generosity of ...",93,$45
García Figuero 2010 Noble  (Ribera del Duero),"This inky, concentrated bruiser opens with lemony oak, graphite, earth tones and ...",93,$162
Carlisle 2013 The Derivative White (Sonoma County),"This marks another stunning vintage for this blend of 55% Sémillon, 25% ...",95,$28
Masi 2006 Modello delle Venezie Red (Veneto),"Here''s an easy, well-valued red blend of Refosco, Raboso and other indigenous ...",86,$10
Bevela 2010 Matela Le Bon Climat Vineyard Teroldego (Santa Barbara County),"Gamy aromas of raw lamb, leather and beef jerky meet with sweet ...",91,$40
Jansz 2009 Pipers River Sparkling (Tasmania),I can't recall a misstep from this reliable producer of Tasmanian sparkling. ...,91,$40
A.A. Badenhorst Family Wines 2010 Secateurs Red (Coastal Region),"A complex blend of 75% Shiraz, 10% Cinsault, 8% Cab Sauv, 6% ...",90,$17
Ballentine 2009 Betty's Vineyard Estate Grown Malvasia Bianca (St. Helena),A very nice white wine to drink as a versatile apéritif. Dry ...,89,$24
Pardevalles 2004 Carroleon Prieto Picudo (Vino de Calidad de Tierras de León),"Prieto Picudo is the grape here, and it''s not your run-of-the-mill red ...",86,$32
Yazgan 2013 Mahra Bogazkere-Öküzgözü Red (Turkey),"Fragrances of black cherry, bell pepper and spice set the stage for ...",89,$23
Schuchmann Wines 2014 Mtsvane (Kakheti),Aromas of orange blossom and lemon pith prime the palate for flavors ...,87,
Domaine Bousquet 2015 Gaia White (Tupungato),Aromas of almond and apple don't show much sizzle or snap. This ...,87,$18
Horse & Plow 2010 Grist Vineyard Viognier (Dry Creek Valley),Surprisingly dry and crisp for a Dry Creek Valley Viognier. Usually these ...,89,$25
Pellegrini Vineyards 2016 Rejoyce White (North Fork of Long Island),This full bodied white blend offers the floral fruity perfume of Sauvignon ...,87,$25
